Product ID,Category,Sub-Category,Product Name
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971
OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks
OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper
OFF-FA-10001843,Office Supplies,Fasteners,Staples
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885
OFF-LA-10004545,Office Supplies,Labels,Avery 50
FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo"
FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock"
FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black"
OFF-AR-10000896,Office Supplies,Art,Newell 329
OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black"
TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone
FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"
OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System"
FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope
FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table"
OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder
FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers
OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier
OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D"
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack"
OFF-PA-10001837,Office Supplies,Paper,Xerox 1976
FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
OFF-LA-10000634,Office Supplies,Labels,Avery 509
OFF-FA-10002975,Office Supplies,Fasteners,Staples
FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs
TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5
FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic"
OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad
FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black"
TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine
OFF-PA-10003651,Office Supplies,Paper,Xerox 1968
OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine
OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings
OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters
OFF-PA-10002195,Office Supplies,Paper,Xerox 1966
FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip
OFF-PA-10000304,Office Supplies,Paper,Xerox 1995
TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer
FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
TEC-PH-10002085,Technology,Phones,Clarity 53712
OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters
OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving
OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair
OFF-LA-10002787,Office Supplies,Labels,Avery 480
FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter
FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame
OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation
OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs
FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps
OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers
TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader
OFF-AR-10003481,Office Supplies,Art,Newell 348
OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
OFF-PA-10002245,Office Supplies,Paper,Xerox 1895
OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack
OFF-PA-10002586,Office Supplies,Paper,Xerox 1970
FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair
FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair
OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray"
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame
FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters
OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray"
OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers
FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"
OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9"""
OFF-LA-10001771,Office Supplies,Labels,Avery 513
TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope
FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box
OFF-PA-10004735,Office Supplies,Paper,Xerox 1905
OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers
OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup
FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair
OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers
FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak
TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4
OFF-LA-10004853,Office Supplies,Labels,Avery 483
OFF-AR-10000255,Office Supplies,Art,Newell 328
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887
OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box"
OFF-AR-10002375,Office Supplies,Art,Newell 351
FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors
OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector
OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair
OFF-PA-10001878,Office Supplies,Paper,Xerox 1891
OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes
OFF-ST-10000136,Office Supplies,Storage,Letter Size File
TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset
FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers
TEC-MA-10001695,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer
OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper
OFF-LA-10000134,Office Supplies,Labels,Avery 511
FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame
OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers
OFF-PA-10001593,Office Supplies,Paper,Xerox 1947
OFF-AR-10001315,Office Supplies,Art,Newell 310
FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled"
OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
OFF-AR-10001446,Office Supplies,Art,Newell 309
OFF-PA-10001804,Office Supplies,Paper,Xerox 195
FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables
OFF-AR-10002067,Office Supplies,Art,Newell 334
OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive
FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley
TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R
OFF-PA-10002377,Office Supplies,Paper,Xerox 1916
OFF-PA-10000740,Office Supplies,Paper,Xerox 1982
OFF-PA-10003001,Office Supplies,Paper,Xerox 1986
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup
OFF-PA-10003177,Office Supplies,Paper,Xerox 1999
OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber
OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders"
TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System
OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
OFF-SU-10001225,Office Supplies,Supplies,Staple remover
OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages
OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System
OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock"
FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame"
FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
OFF-PA-10000595,Office Supplies,Paper,Xerox 1929
TEC-PH-10001061,Technology,Phones,Apple iPhone 5C
TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"
TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton"
OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders
TEC-PH-10002563,Technology,Phones,Adtran 1202752G1
OFF-PA-10002105,Office Supplies,Paper,Xerox 223
OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings
OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection
OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders
FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock"
OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders
OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins
OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts"
OFF-AR-10004269,Office Supplies,Art,Newell 31
OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B"
OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
OFF-AR-10003394,Office Supplies,Art,Newell 332
TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins
OFF-PA-10001725,Office Supplies,Paper,Xerox 1892
OFF-PA-10000477,Office Supplies,Paper,Xerox 22
OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper
TEC-MA-10003337,Technology,Machines,Okidata B401 Printer
OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes"
OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder
OFF-PA-10000295,Office Supplies,Paper,Xerox 229
TEC-MA-10003176,Technology,Machines,Okidata B400 Printer
TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design
OFF-LA-10000414,Office Supplies,Labels,Avery 503
OFF-LA-10002312,Office Supplies,Labels,Avery 490
TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard
TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige
OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White"
FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000
OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases
OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs
TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ
TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset
FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System
TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930
OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File
OFF-PA-10003172,Office Supplies,Paper,Xerox 1996
OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels
TEC-PH-10000376,Technology,Phones,Square Credit Card Reader
FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame
OFF-PA-10000682,Office Supplies,Paper,Xerox 1924
TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver
OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders
OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
OFF-AR-10001227,Office Supplies,Art,Newell 338
TEC-PH-10000562,Technology,Phones,Samsung Convoy 3
FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish"
TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads
TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard
FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke"
FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp
FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables
OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray"
OFF-PA-10001763,Office Supplies,Paper,Xerox 1896
OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders
FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"
OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box
FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow"
TEC-PH-10002114,Technology,Phones,Xiaomi Mi3
OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier
OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone
OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip
TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH
OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers
OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13"
OFF-AR-10003770,Office Supplies,Art,Newell 340
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner
FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone
OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes
OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch
OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote
OFF-PA-10003845,Office Supplies,Paper,Xerox 1987
TEC-MA-10000752,Technology,Machines,Texas Instrument TI-15 Fraction Calculator
TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty"
FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black
OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders
OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips
OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase
OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
TEC-MA-10004255,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer
TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print
TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router
FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton"
OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper
OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders
TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer
FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut"
FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases
TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB
TEC-PH-10002483,Technology,Phones,Motorola Moto X
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table
OFF-PA-10001246,Office Supplies,Paper,Xerox 215
OFF-AR-10000658,Office Supplies,Art,Newell 324
OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco
TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0
OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers
OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl"
OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving
TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB
TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker
TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone
FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14"""
OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer
FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library
OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper
OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black"
FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base"
OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack"
OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit
OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black
TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine
TEC-PH-10002834,Technology,Phones,Google Nexus 5
TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System
OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977
FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables
TEC-PH-10004977,Technology,Phones,GE 30524EE4
OFF-PA-10003363,Office Supplies,Paper,Xerox 204
